msno,city,bd,gender,registered_via,registration_init_time,expiration_date,user_id_encoded
yiAhcTphg5RLb/u96sNO8ksIuAXkKZgjyMl0guTNquc=,15,0.3,0,3,20131023,20170924,4881
GXi+qxwn90wQ4AhYELQOzdvMDaVVFEitGGJbEYd/A2k=,1,0.26,0,7,20140125,20170920,1396
HNDqtffNdyBhUw1CWxT99vwtP6JMhVOVrrmoEZD5zMU=,1,0.26,0,7,20120117,20170122,1463
RFtqKnvvNSlOpq9Hmai0Dpfvy9lp20uXDU7Oo6L/FaY=,3,0.28,0,9,20070415,20171004,2216
Je+AoNvumKGhERER3j1ZKUrLgUxnPHX70u/kxjrpWuw=,4,0.26,0,9,20070625,20180416,1650
SKt4e00LVMe+G6AyoD8tZvhDYauzs8yxNPzewyshFxs=,15,0.36,0,3,20121021,20171006,2314
7sidWMIGqBgOq4Dn3Jk14aGCMUTzH/x/6QHRj36K+D8=,12,0.38,0,3,20121001,20170911,739
RJHLsukF02B7SrdTd7OG9hgnx1X0GdcFKr5umLe8y8c=,4,0.14,0,9,20161205,20170907,2222
fJOQf++mV/AP1W/KslM3mc8EReO5du0cJ+wLCvP3SDY=,13,0.28,0,9,20070626,20170930,3357
JqkPG5in6hCMEsPomNJpVyyW+rnx1s+NpRHKDD7C9EY=,8,0.32,0,3,20150719,20170913,1665
2ibpP0Md3UqJClIs5c+5sL2F2mHx0I1nUmvvgfs4yFg=,1,0.26,0,7,20150806,20170629,350
RkTorxb3Vug4VLZd0qDFb3dJw0kRZsvJFRtAb1bFYXE=,13,0.38,0,9,20050208,20170923,2257
At/AMrMaeZ6Asnal0XlRj529HbBnr+DVD66AQrNsFl8=,12,0.22,0,4,20160116,20170918,967
IrtB6lQcts+RiMxFqOym82V4ayiQ8EoyN7/v0EoNLCI=,22,0.26,0,9,20150128,20170914,1585
3izLl6moMlI5nBGlDiC51Ke3jI/6x0mjA8Ot407Wljc=,1,0.26,0,7,20141201,20170930,437
Xe6kvyPTL5jN7nqpkA0ixpXa+du/5q+hnoGP8wXw5Lc=,18,0.14,0,7,20141003,20170915,2769
0oA9jlZwcV+RxN7lDCWCnz5RPKeWroR/X0J8qAAoPtI=,1,0.26,0,9,20141116,20170910,212
p0prSINV5OX6XTIbcliq4FZTTa+M4b1EpNqzGyjcyIg=,13,0.14,0,4,20160924,20170905,4128
cerMSRasJWtyauk+nANJGVsebY7BouIOHVL1B5g+900=,7,0.2,0,9,20140217,20171021,3165
8G2Yk+xgjkiS0Y/PXBJ7UEkkuvbeGdRffnkHgSfgaiQ=,5,0.32,0,7,20121220,20171005,766
BCFBeNgqfmrkB/aldv4158KSylOucH7qshgcNmskRWI=,6,0.18,0,3,20130113,20170923,995
3HDoqkREI2YxBvkfkaU/Xic/rbHo4uM9uheaCzI2Axk=,1,0.26,0,7,20151102,20170813,404
r/ycXcarizwGR1WbmT96aTHQyBroJqHZ1YtBiK+KXGI=,13,0.16,0,9,20150117,20180605,4286
1kZuvo9awEQZqnYVvaM2qedJoYkMNVK2XJJ77xAACYs=,1,0.26,0,7,20110128,20171006,274
VljXmzDJkWgrufk4SJXj5kTHQwU4hjt+wf27HVFF980=,4,0.2,0,9,20140228,20180409,2598
rUA3gSrSRvhrRhTbi3kweZ0jV1WaVPbH853m+aEAUwI=,1,0.26,0,7,20110104,20170919,4332
fqKeQuo02HWfqAkqCXBgKOlXq1afHn5uSX3cmboBn9k=,4,0.26,0,4,20161202,20170710,3402
S2kb51AnXNh3FJ5NzHUuCqdjYtUbpKrOYVke/3CtKdo=,1,0.26,0,4,20160917,20171003,2290
Qu4q4f4ApdTcfq1VV06uAY2YUyPDCPl+oVdMbvTLbDw=,13,0.22,0,9,20150711,20171025,2189
EsuQZHhjISSdKdgog0vqqtgwyD8IM/j6dc5QKO3C464=,1,0.26,0,3,20130806,20170928,1277
Zi1xUwvrc8A/M4zNkTh0Mg9XIg2w56nc2JynyVmHUnI=,13,0.36,0,9,20070226,20180108,2937
UhedBd3WDhhn5agK79mTtvE6Ue9ajwQUIRS1u1zzck8=,1,0.26,0,7,20161130,20170930,2501
S+svRd6CiP/CKFeWos1lizkVTIUGjRioyYGTKooIIL0=,14,0.2,0,3,20140916,20171023,2285
zhyRPewRTgH8Sftcg1obpnwsq5x/zzX/ZXVy3t5AY5Q=,11,0.72,1,9,20080720,20180217,4974
DL6KHnEC+t4J4VwoWlKL6wEft1nbWjV2wX2GSs8gGFk=,1,0.26,0,7,20160108,20170908,1162
l0JH0ElCE5/EEvjd9sBdOr0as5/WerV7xCBQ/yo6cZc=,22,0.68,1,7,20111220,20180207,3794
PlCrIS+0eJDku9bNlCUZge8sMV/EMSzCaOS6NNTkPSw=,13,0.22,0,9,20040721,20170930,2120
0Gl/h+y2oe2/PeMP6rgyulXuTjytK6Qk0elOnTFcDYU=,5,0.26,0,9,20071027,20170609,167
KP75rXz8Lqw9juGHnKdlNOEnDII59xcPnh2O3kJ9QN4=,1,0.26,0,9,20140107,20170912,1718
lR7ML18COc/LyqGfeQiCojiuTgQ4a11/XIznJ58e9kQ=,1,0.26,0,4,20151024,20171004,3824
QfoTx7X0vhF4KXcJL+hn3FeDRwoMm8daoxqiSgW/afw=,1,0.26,0,7,20130801,20170922,2175
fNCtOxffpsKGuPtnBmLsgvS7ZMTSyylKoQ6+0Ijn2I8=,13,0.06,0,9,20130812,20180323,3364
Uca7iTlVpkq6UCJn3JvyP1J22hIrv5J3e1LLOldzCi8=,15,0.4,0,9,20080606,20170922,2491
GuMK9gcXglqNr83zo5Tfx1bQwsYqdDXa6n+y/575IPk=,1,0.26,0,7,20150804,20170918,1423
y+rCSbVwnDOFjVwVE2s0m6oMKuTdift2dczOFoCUls8=,1,0.26,0,7,20111019,20170922,4830
KIVmSl2aLWSBvWwVCtDlFVGZ6uxBE3U8X5tSIk5Ljp0=,1,0.26,0,7,20151229,20170930,1709
tZJrVAhmSteynF5o+Kxjdrq7IraZ+KZ6DbV+2MMugBk=,12,0.16,0,3,20150815,20170909,4511
eSeXVcVjLd2Wd1KMkP9L+nTH/KQfrh9xQ6hvPFwmsZE=,13,0.1,0,9,20140117,20170911,3295
EU+1DfnHOk3fhpi3nDt6FhmItjx5k7FY5KYkWlsJOlg=,14,0.16,0,3,20141008,20170907,1250
IHFY550TNKPtLgPJ9Gh9xS2WUdtlECl4pOKt0warEZE=,13,0.38,0,3,20141003,20170910,1537
ASuEk6ll2/8VdnDPt8ff1pGiqpn6V5RwuyPx+2d4CKY=,13,0.26,0,9,20150329,20180827,938
mC2e7QyK/NKyhJA462ypwTKMCuZo9JtWaaeKRwhmouk=,1,0.26,0,7,20160623,20170922,3898
mFEn3GcoFBWhHi29tYoepP7y4SLw8Tj1OhzG47/fb+8=,5,0.1,0,3,20140323,20170923,3904
BRsCEF4+qE0ieT61L+O30m5lZuigSYsckxXpSg7YV0E=,5,0.26,0,9,20060104,20170912,1018
glPxkoQIv/Sz97nstOHy2QCa27GPQ8/XH9XjLgMrpoI=,15,0.28,0,9,20051129,20170925,3473
HA5Fo4ulASCusi+puz9cwgHTizZJcX/+rPsZ9VU9hxk=,5,0.26,0,7,20110616,20180224,1448
icLDA4RlxXXirTXmHWYG70Fc5Gs8zmhqmEkQyGDyKAQ=,1,0.26,0,7,20140422,20170922,3618
NBChWNB7f7BSs9b1WEdoZPkgZdOzowV6i4HThGg46LM=,18,0.18,0,7,20120525,20170820,1919
uhWPc7Ci+b6zrnNwLmbf/6Mkr9UurTEqMRrAYWUs/wI=,1,0.26,0,7,20120114,20171004,4599
wy1y3N9zbwmkr5f5jUmX+Cph9rVYAKLUZ1Bxu5kpu4g=,1,0.26,0,7,20161213,20170927,4753
U4CipsgtKT4TOZowKqQU+IJIe4Vz7YkiJpIKypCLLUc=,15,0.2,0,9,20091217,20171002,2445
W9M7iGIdkQvoyIAYkwbn53rUXRZJ0m13O06akaKeksg=,1,0.26,0,7,20130802,20170930,2631
yERuUbdNifW9TlCUCC8oJMGfRXyXHKZJC6lhxhj9PnE=,5,0.26,0,7,20150406,20170909,4847
4MSFgArmrrq1abQEeuHkmNQjEkqn5r/Z6/LNObSm3xc=,1,0.26,0,7,20140122,20170205,487
Ce9PoelTnFoBPQVZZDza6Zbm1GcUgbnI5OMlclJ6aLY=,14,0.14,0,3,20131003,20170907,1112
pUgjwUOZr3OaRgC+xUQZR+5ldz1npY0YevzDQlt/xLE=,15,0.26,0,4,20160312,20180624,4179
AtjospTssqDh3TS4z1wXkSdQywqZp14fwOp3b67BjmE=,22,0.5,1,9,20110906,20170930,969
cNssc+2L1Fx77CzASou28E9qfWeJjQKZtfoADkl/xkQ=,1,0.26,0,7,20140131,20171007,3148
nIbXtHhahnJnRyA8FjlOQDlCJ9HGVCds8PGG9oMsf6I=,5,0.26,0,3,20130326,20171102,3990
v1loVwSAcUVhCVG80sgfFLCphx/44+Lm/GNe5Q9dkjE=,6,0.18,0,3,20140810,20180121,4623
Ve0OfmLWHcZa7a5Kjd2vGFb0rrJ5NrZIfoZpC4jdhic=,13,0.26,0,3,20140331,20171009,2589
0KMoIKIOy0rg9+d3ohy542jAuFopgWJ0QxPOPHFhtM0=,15,0.18,0,9,20060125,20171002,171
4OK3fn5xSo5BhCKaxowUtaHpXbRZuA5uAaOcFFkl/EE=,1,0.26,0,9,20150516,20171222,489
ApNtGqgblYAAODhZoGyLj0mo/U/i6B8+RjXWMXufFWc=,1,0.26,0,7,20150704,20170513,959
S4DD6odrqSnKXZ16daCuxByh6EhwWDvmqWYKnRssT8M=,13,0.14,0,3,20130704,20170914,2293
457warUbHdIyi5/K02kc4mJncxke0UfuL+9NZZhMNhY=,4,0.26,0,9,20120831,20180914,471
nXijTRzzO84Nj4jdr0vYEqujv81s+peXKfNzAgM6mJE=,1,0.26,0,9,20110607,20170912,4012
RPLdWVYe6joZEnv9TzljsdCWMtKopKpRXk1hKAnQQCQ=,21,0.1,0,7,20111028,20170930,2232
eUMXq69ihJyuk7WuNaBlLUVFPV/DbzlwmVpKSgOAJFg=,1,0.26,0,7,20130207,20170920,3299
HHrIRscEsN1JJdrQBRpwMMOrtt/8DaNCqML6eDRUvgY=,13,0.24,0,9,20080808,20180408,1459
itAZY7wJkeQUqDHGgrCi3G5tHAXYa2dbO65ax76JVBs=,5,0.14,0,9,20121220,20171006,3640
e1PbOhFxvxn0xN5z3gJDKHV/9NUjg7DqKhv3fbRB9mo=,13,0.16,0,3,20130701,20170930,3258
WycnBCKxVUiFNzBnk1AUjdl0zBOuZ2646IIfOMEQhZg=,1,0.26,0,7,20110216,20170922,2697
krUDhPg9XQCX459xmiEuPtA4taqSD9gVfmZXlxxfo60=,15,0.32,0,9,20100420,20170925,3782
cwyJueBC2115jDABgUIs0v0t5W5hu4i4dnEgECWGPM0=,5,0.24,0,3,20121023,20170908,3185
ah4lUZOWyJXJ3i0BG47/poYHp84rWh8Mj/IvtStKveI=,5,0.26,0,9,20141212,20170907,3018
yhnhLVNbXXcAI9dS3vOBQOSJ2h6fkydD9hVpbhHwFPA=,13,0.26,0,3,20130202,20180619,4880
Rloj7Z6cSh/1jUk0OMa0MBsxkGUayVbN+3SIQkfbShQ=,21,0.2,0,3,20121226,20171017,2258
Eqnn3ODAK6uN4F+0pCy4yXLMy6GfWH2IQwSrCzRL6cA=,6,0.18,0,7,20160410,20170909,1273
MpHsCCf3Y+u+cbviv0sHdin5LIGb3X8Qv5wbqllwS00=,1,0.26,0,9,20160405,20170918,1887
e33QlKSTpxAJQvLoya/SJF4j2jaw+mK8wG1IMRrMiPg=,5,0.3,0,9,20090709,20170907,3259
j2H7SPKs/Y0DB4BoFB+HBe86yf/suhSGK9XIvrf9Z2k=,5,0.04,0,9,20130112,20171002,3649
TKPr4G5v/n+5kuiFX/W2cEyJLgYg0s/YETRc1/GaR9U=,15,0.56,1,9,20110823,20170903,2387
pQdL9x8jA2ZtnT/WXFzaxKG+WoIcNQv8rubqG7DEUHY=,1,0.26,0,7,20141212,20171022,4169
7xtM9O0fuU555G+nxJ+zjws4caHwngyz0Zsr8qk/I14=,1,0.26,0,7,20130111,20170919,743
GIzqTc2Npb7Yk4XvIzaVmCASotlZffmqdmB6YWYtUIc=,14,0.26,0,4,20170113,20170916,1379
72THu/GHt90CwDauG22SCAyBs9XZpP/Xb2AJB+hHwv0=,13,0.14,0,9,20100205,20171003,686
Vju9W4oEx8DG/JSE8k26uyUyCrtZeH1G/PJ4MJM6Kf0=,5,0.2,0,9,20050316,20171005,2597
TIuiEYA/nhPmt6H9/+BbrvC6HaeerzFm32VTicaoc34=,1,0.26,0,7,20141222,20170918,2385
B/N3jmsYqxNNbkj1aNEwnijSKP1Vj+kIXzEHx3g43sQ=,1,0.26,0,7,20121217,20170909,975
JCGzfpDgB9iC2E5ficqTKZf2Z2dnllMHRtUJ1EQNSgo=,5,0.36,0,3,20120118,20180228,1613
IrKsnry0+1pvFmhXT+NnU3tYwQQHq/ku7SU0gXqvV+Y=,1,0.26,0,7,20151014,20170913,1583
X3QrTbQYiJYaTCH1Qd1CGHl8NpFicdfj3x3kj3QFaks=,15,0.2,0,9,20070930,20170921,2710
jk7w7ByvO/eN3n7IBTUFcgNuov6BGOpF3B5okvNL7xg=,4,0.22,0,9,20110831,20170710,3696
WXtl5QwFeuKKhyAJS6MyFHYPrEu1FeEhR5kyYytyUKw=,5,0.2,0,9,20041017,20171002,2661
/qcOoQQtPFBQHIoa/be/3672SArOmNqfzH+Z16l07ng=,13,0.26,0,9,20140101,20170926,128
e86MWftZbP/EzBQwirQIwTHeEcD9tqG/Yyu00yu4v3s=,10,0.18,0,9,20090719,20170912,3266
eX5UYwq4WTfIg3k/q0JEED6Ak1nTuCG8WSzIOinFdks=,1,0.26,0,7,20160121,20170920,3302
vQiwZV2d0+Jdax147ahI8PIlsKDtz26qDal0jdoRNr8=,1,0.26,0,7,20100918,20170922,4650
WOgl9+rA3xfNcM3ffbI1VtjiGfqpOS6FO6D6v+MmGH8=,1,0.26,0,7,20150825,20170930,2652
RQUz96GZFs2agbl+7XfcKCnkwt68JeZl0VkolQS6FQc=,1,0.26,0,7,20131103,20171005,2234
gj6dOTVysTaSO/78eJS/oX8d5/u8k7ayeIFUSgw0Lds=,1,0.26,0,7,20140628,20170924,3468
TTUrs62y37yktPZqKQrIguYtr0qsjCP1tOhXzQB3Twc=,4,0.24,0,9,20100627,20171002,2394
xvdwjSvFs7NduG9z1ZZ0jbr0HuFW6t0rRG+JChoR/SQ=,18,0.32,0,9,20100416,20170921,4822
mHppTBUx9HmOqhjka/jegy3dh23sc3rMpUbb6Dxi88E=,21,0.28,0,9,20060208,20170910,3910
4E+fxSftd6JX6JPT0sdTEdRBX6CJXjcIr1mqAogDDMY=,13,0.12,0,9,20120821,20171015,479
XsbPV9/7NY5O3eMBukIg8ucm4pcJ7NJ4V6RGUHfyYto=,22,0.22,0,9,20110620,20171031,2785
x+ayC2wQCcWXrlv050sq+Pd09XcvGRctAEDtbSro8Lo=,13,0.36,0,4,20161110,20181009,4756
g7QLqH4F8A3Y/FrVsa3/chfd9+naLPLfhNq2InmSzyw=,1,0.26,0,4,20160316,20170602,3428
Si/Fa3bH2NrCIZuwAzToJNjdfkmeMK96buoETMdu2nc=,15,0.66,1,9,20130706,20180321,2331
7RxUxDS0YMs0Mo3AWK7kVhGUj1PyNxlRYKFk2RFAlfY=,1,0.26,0,7,20160402,20171001,705
nN0GKLUCmCdXS6YM/nR8at45O6irdGd4IcIXlV5+xH0=,1,0.26,0,7,20150711,20170709,3995
bheHQnNOMGMCWrJ25/rOTeZaJMnvszTaQXKjho3gKTA=,14,0.2,0,9,20140409,20171023,3088
YalXTzjEBbJnNnD0JdilZx8V24x6BRG3L1PFZJsjsPQ=,13,0.28,0,9,20111128,20170923,2842
Z6WxNyg2eFAMBp/VP4LVV/1jZGZ351r5bFCl/Kw45OM=,13,0.18,0,9,20060320,20170912,2895
abQj3Jp4gyZQtOovZdZeXgPS9uPQhDLJK2EohLAEqf0=,5,0.32,0,9,20141210,20180327,3012
UBPpUvD1nOIo+d1nD/ezggXyqcDCicfBYsWSXaC2MzQ=,15,0.28,0,9,20061103,20171002,2459
MXIMDXO0j3UpaT7FvOSGW6Y5zfhlh+xYjTqGoUdMzEE=,13,0.18,0,3,20130706,20171031,1866
J+jLxEH+i60Po/AgA4K5nXsM+rbAXPquSrJhtLNKdtY=,5,0.26,0,3,20131001,20170717,1595
QcifOMRt9E5Hxv8uKIHbdttvxycLBHII+rEiltOrkAs=,13,0.14,0,3,20120515,20170926,2174
xDEG0JNRoQWktxScVdhQJJ2PjTEP7t0A91nsdMoIZww=,15,0.22,0,3,20121018,20171019,4776
IgZ/XADfw5D7oOsCihSZ+GynIuuFVousZdXZRDYABz0=,22,0.24,0,9,20110816,20171005,1576
W5ON3vO7K9r8TrQiT4nruGDRLINZqByqPHR7nGJ109g=,5,0.32,0,3,20120623,20171009,2623
zIN+mWrjl90iAG1C5l5u2l1fRnygujK3mtX3MDGu5L4=,15,0.42,0,9,20120827,20170913,4945
aOZpMN6/L7jMcanVXCi17bI30WrFGoNWUYZS4xylzBM=,13,0.26,0,7,20110809,20170915,2995
hSXnUM50cuoNHJpbZoBIODk9M+cu/tmz6yVYXRbrO30=,13,0.22,0,9,20060627,20170914,3528
QQ/vXDGnJT8uChmB98WLAxJK6Syu8P4vJqpSzJBZ31Y=,13,0.3,0,9,20080927,20171006,2159
/XhRwPF08aF9hNUb/yN8Rbz6+LSghFkDoa2OX8zef48=,12,0.16,0,4,20160325,20170908,106
0x0+ZLmbM8YfHG+60+cdxLYuWEHEWdSCHb8FIErwk68=,1,0.26,0,7,20150429,20170712,220
Vd3GPX8wrhtMo3XGIC7QDtjmPOsFEsvDwIf8a0e/vEQ=,14,0.24,0,7,20161226,20170930,2588
bX56K2hwfwh6pXaWilyyCgITw53TwXcaPWFKi6ColzE=,10,0.26,0,7,20150120,20170613,3071
LRn3Vl57gS4TM55kMrpAL6KQ65aB7Y/3KJvuLVfHT5o=,1,0.26,0,9,20161115,20180106,1796
KP2x1uFgVdHsoI1OXiV+hpf/e2BiM/BftYi3hHP6WRk=,1,0.26,0,7,20140612,20170911,1717
ohfe3Eo/GzFBUGHG8RyA3bR9NaM3KqPvEBOJ7IvpiY4=,1,0.26,0,9,20150102,20171010,4091
ei31z4iEj7ZdgNSxbxSQYMAd9KpzJZCqhiisJZIRfp8=,1,0.26,0,7,20160106,20171005,3316
WFEeYvcnOAgbJGBWUSLSKNBVSAuHkjCdCmDDip09j+8=,1,0.26,0,7,20131223,20170910,2641
Xi/ZlVvGvlxhEwc9ZTLKGv2Qf4F6MlaPrbbQvQvniDg=,22,0.26,0,9,20150905,20170921,2772
U7eCcucUH/sYSYbJHgJxjXrqTs/Kb9yt7BQ1Xh9/riA=,1,0.26,0,7,20160318,20170917,2451
ny6G+VcfSDFNAE+t/NU0dZtZ2Cf1tUxF15ekYUuw+aM=,13,0.44,0,9,20101106,20180417,4043
JbHeAe/4Wl16RVEBLdWkeit8M3mg8zRygfCN58XgOug=,13,0.08,0,4,20160615,20171020,1642
gsUO+4R56UVN6nZYgYke7GC8UPifYxB0TlK/edfB+Ko=,18,0.52,1,9,20150416,20180512,3481
fn9SW/zrdPGYTOKTX1rQG4vXuGjd6fouQ3OL1vfiVAA=,1,0.26,0,4,20161203,20170708,3397
GHXYdkOtO77H+3rRLO5P7GFbenNrvCrYNVJhet9JdfY=,22,0.42,0,9,20120713,20171004,1378
+FlIhLa9X3CCwNeQLg1bgpVxHyfRTaKeVJrCmdjWzY0=,5,0.64,1,9,20110629,20181024,20
wH0pTJ5aqKH6C5AOOMR15rhW3JWX1Qg3xrTuq8/R8+M=,4,0.38,0,7,20150904,20170919,4711
hYeJ1yVWZdvUkdfyB67i8vAy49KW+eKz1aZX8fz6ouA=,1,0.26,0,7,20151011,20170910,3536
7k9KkMGGi9iKG/Pzahz5X6MOG+MBtHoWLNmaZkLdTjY=,1,0.26,0,7,20130909,20170908,727
0oDwE3WHm7KCmhEkskGXIB4hNsoG6H/ptnf3od8gHpM=,13,0.32,0,9,20070120,20170919,213
ApvnQ1JCrHTH7eAKor0cf0I0I+6BmH6SNBQxlRbgqic=,14,0.7,1,9,20120917,20170930,961
p2DfLyMUfcCcm9wPfMKnShrwx2MyTWGP5nG1pAHgD8c=,1,0.26,0,4,20161025,20171005,4130
efFT8ZMXRuulMMgfUudirs69Hhz4LDudR6olyccoe0k=,13,0.42,0,9,20111119,20170917,3311
jQVleqQqpBI8aLie94SxBp42XQmokabp/f9gq1E7y2U=,1,0.26,0,9,20141228,20171006,3675
TpvFG3c7JFrhrScNN3HgWqydVQMtAuvZKseiJ1RTYRA=,5,0.26,0,9,20150127,20170918,2432
uYapO8rXUfmhzm3uyezd2d8GD9mLhhRcrXGCXp5wgyY=,1,0.26,0,7,20151027,20170930,4592
tlFGRF/TtrSwJA9XPHL4cajWghZCbAbhzif/6wJiN6Q=,1,0.26,0,7,20131210,20170118,4531
zmDW6gyAtYCntO0qB/lC8o+ZY/j6We+gJ1R/p4CzggE=,1,0.26,0,7,20120118,20170923,4981
qlT2Jl5f0hFM+JV791K04uIzedMTgSRU/o8sF5gm7nY=,1,0.26,0,7,20150313,20170913,4263
ZYSdsIbl+C5ZIsQIvDZK9H7ZOYeMhEySoV1V0otgGxU=,1,0.26,0,9,20161201,20170914,2923
gQvKOdJbOarixhDOwJA4TVGb7qYJg6aRrWyRUxwS5A0=,1,0.26,0,4,20151203,20170802,3445
TeXwaVGBgHio6LzadC8I3IN5tu4xWr//WkdNPZh6Xg4=,22,0.22,0,3,20130221,20180209,2411
KfcZSp62/7pK+eK++Wa6IzGFq6z5w/UqvBBmsHjoX3c=,1,0.26,0,9,20150521,20170913,1737
Ognp+L0Jrz7DjpPRwSPhYKoE9RCuFuBjYjximnzVITg=,3,0.26,0,9,20160919,20170930,2034
yCsfLrK6TZNPAPbu0TFv+kwv/3CFTNMGRFpFCahPiqs=,14,0.14,0,7,20130215,20170914,4846
h1b/0amFoip5v0aT8Yo7VisfDZpADDY1SXpFS8dZq3U=,13,0.2,0,3,20121217,20180606,3495
N008Sy9XNc2amIf1Aoc1L/NG6IUs8uD5GeADHb0t/7c=,13,0.26,0,9,20120518,20170920,1907
GyWqPJAWNo6RMqO9aRumZI5p8oR2iTe5LqtY5B9dGIo=,1,0.26,0,7,20140614,20170930,1428
ZvVfQR5xNjEzbIDzbYIk1c2VB4i23xHQakGBiwJSeZQ=,1,0.26,0,7,20131003,20170914,2949
pKGPkeyTyyGl9dBlC0cmfOIs2heG/sEbZows5baen3s=,1,0.26,0,7,20140412,20171001,4156
m1cyohUPVsJH0CUjdPPSV9m4aNB85INs83L3pjQNgmU=,4,0.24,0,9,20050402,20171005,3880
r8HiPohetU+Q3POib44w2Gzo5NOkRLACdqi42ZlE8AQ=,1,0.26,0,7,20130711,20170921,4298
uvBnRfN5BCoiSOzUB2GnjzNIgX4VE+UBVSuZ8wW58Eo=,22,0.3,0,9,20110415,20170911,4612
Bljj9o7B1zgL0RIpZef1SlSigiTIMr0mDPv7aUyzuXo=,13,0.06,0,9,20140817,20170909,1036
smpmdFJG23bvY+XiJII4LC7dGvKiybVmHy2gSaVTWxg=,13,0.34,0,7,20120106,20171005,4451
ERpPeskmIkU3MrJxl9BQjGn2a/Nqv72E77hFyxQ8iY8=,6,0.14,0,9,20140417,20170925,1247
pziRFmI5tAQkqla2PAUjfHW8WgBYBlOYa8qDqy4EJFU=,1,0.26,0,7,20121208,20170930,4214
NmTRRLkmA+wM6xrQYS7g+QJ4ay4EF7EVHGW1KfIFDSo=,5,0.24,0,3,20111213,20170918,1964
D5JxRAmmICObuS5FGLOsw+NNpL0ctfs7jeITlGTFiFk=,13,0.3,0,9,20061002,20171009,1140
vJi96UXU1FliPHJ6BZf2m7lCn5iC4H197EaqbijmmgE=,22,0.28,0,4,20160130,20180629,4644
CJbBRvpbzOD/hR6eBO+1HDprtgE/A833vfjYYbFdddc=,1,0.26,0,7,20101207,20170910,1085
WE+gsAV8ckfIhuNCUJ5Tpx2Mwq7d1rBWjxD6CST+3eA=,22,0.14,0,9,20080410,20170721,2638
Fz/r1jyFV+fvq1dRxV2Q+UEE+i2HhluNcENktNylAj0=,13,0.08,0,7,20140826,20170930,1360
Ojj33WCKOyabfB1twhycWoWsY8TTNhFRCUeJy2EDEN0=,18,0.14,0,9,20070609,20170930,2038
DV4KAm6GVgjAwpFagaBJJIpBoJi0AImJPRXVTxazSks=,13,0.34,0,9,20101122,20170919,1171
yTROhyUfFMJffTzlf/V0IuzxAzS3UDSqYmHltX35axY=,10,0.22,0,9,20110107,20170916,4858
YAmoH8XRJBkXEy3xBNCXnEN2xa6IgN9XlO2QdKHTHrk=,1,0.26,0,7,20131221,20171005,2813
LLs4nHMuMdNCZ1nGBUszQuN16Wxs+AVzp75/IFK5M18=,1,0.26,0,7,20140328,20170914,1788
6HzhJ/tZOTSmipsNBHpyoe1MzJgz9GiDuQEczGg8B8w=,14,0.16,0,7,20160302,20171001,624
yYsE6dsr8xG9n5NjyJUCmpV5V+/AC51kw81yQsAVsrs=,1,0.26,0,4,20161114,20170807,4867
Wp9gxekPJRaZ33IDuhHdZGOKh3XYoYfCoR5bU4EqNis=,1,0.26,0,7,20160331,20170930,2677
Nq1fl+yVv6BeVEArono8GzDRSz6ewZEDuBPkqZ7RwT8=,1,0.26,0,3,20150119,20170903,1969
PkekE9vAt2a2bSgh/11/hUskUFeSbAU9QSBtldfP2mY=,1,0.26,0,4,20160403,20170916,2117
vGI0P03AYKZr3gq7pqKsPSza2lJMpCKeDt80F68cAhU=,12,0.28,0,9,20060710,20170919,4641
EOlbX3GsW3ObXy/9ykwK2RQqHK6vDQWmv+BtQ8efMrk=,6,0.16,0,9,20081129,20171001,1242
mCR5DwoZ9CYxqn5rnVuLsWyKDszceiNp5yXQtqGsGyU=,22,0.26,0,3,20111225,20170313,3901
G3yCGmCJFR33+HdY5pDyuIhcf+gZBiF/GTHlV+ZG55g=,5,0.26,0,9,20120514,20171014,1368
4xQtxBStdZUSHwpKqldGXbjzyWSo01bmC8Q2WMhrjBc=,15,0.1,0,3,20120823,20170527,521
jngE9C59J4eDq9zTJA/xjsXZceghW7Mb2g1RHFHtNFY=,13,0.26,0,9,20140911,20171001,3701
dpsTVTzFsxJe2cs95uLFJ1ldUNUdP80HA1mLfxLrBlI=,1,0.26,0,7,20160112,20170912,3239
ofkwnpP4ttrdnz2NSGnNQlBiINiFnXGHZRJ9pe2OFQE=,8,0.28,0,9,20160105,20161230,4089
n2oqiovsUtVrkNaefQXZ5T1J64V4QU2IqM9BOigUStw=,9,0.22,0,9,20110209,20171021,3962
DEAPv63/FKTF8Tm5hUqhkKpibv1UelE5gp1XzSwhCkw=,1,0.26,0,7,20140127,20170930,1153
l6zzfGySBoSToOdvSlccMMb5ZNE5AzSBbyV5M9z+kM0=,1,0.26,0,9,20150725,20170929,3802
VVhc4pdVs8wrqmVmN6R4OI9igjCT+BorVWmvnNHdAjY=,1,0.06,0,7,20131014,20171012,2572
U6UnE58uAC0jB5RalarFSoXRpEMQq5gc520pICK2KvA=,1,0.26,0,7,20140627,20170924,2449
n5PNHncuW+srTAfAWyhAAMvjKsp5VjmWOsT71V5MeLI=,1,0.26,0,7,20160914,20170914,3970
XIpjLNs4f/OHphnrSPoNmsrd45Al8pL0v74FgzDZHnQ=,4,0.16,0,9,20111029,20171002,2731
0NIpEXK4Sc0fZpWlUiNbLrJqrOEyiEG3KnQzC41WoJQ=,9,0.16,0,7,20161025,20170924,177
g2vU+ZyJsBkCWEaCCgiFdLWoyvKDXgXO9T2omrWdVqQ=,15,0.22,0,7,20120112,20171005,3418
